0,1,2,3,4,5
2009-06-25_Heat_Hornets,Heat Aquires: ;2010 second round pick (#41-Jarvis Varnado);2012 second round pick (#34-Jae Crowder),Hornets Aquires: ;rights to Marcus Thornton (T.),,,
2009-06-25_Heat_Lakers,Heat Aquires: ;rights to Patrick Beverley,Lakers Aquires: ;2011 second round pick (#58-Ater Majok);cash considerations,,,
2009-06-25_Knicks_Lakers,Knicks Aquires: ;rights to Toney Douglas,Lakers Aquires: ;2011 second round pick (#46-Andrew Goudelock);cash considerations,,,
2009-06-25_Mavericks_Timberwolves,Mavericks Aquires: ;rights to Nick Calathes,"Timberwolves Aquires: ;2010 second round pick (less favorable of Blazers, Bulls picks) (#51-Magnum Rolle);cash",,,
2009-06-25_Mavericks_Thunder,Mavericks Aquires: ;rights to Rodrigue Beaubois;2010 second round pick (#50-Solomon Alabi),Thunder Aquires: ;rights to B.J. Mullens / Byron Mullens,,,
2009-06-25_Nuggets_Rockets,Nuggets Aquires: ;cash considerations,Rockets Aquires: ;rights to Sergio Llull,,,
2009-06-25_Nuggets_Timberwolves,Nuggets Aquires: ;rights to Ty Lawson,"Timberwolves Aquires: ;first round pick (protected top 12 in 2010, top 10 in 2011, top 8 in 2012, top 3 in 2013, unprotected in 2014) (2010 #16-Luke Babbitt)",,,
2009-06-25_Pistons_Rockets,"Pistons Aquires: ;second round pick (protected top 40 in 2012, top 35 in 2013-14, unprotected in 2015) (2012 #44-Kim English);cash considerations",Rockets Aquires: ;rights to Chase Budinger,,,
2009-06-25_Rockets_Wizards,Rockets Aquires: ;rights to Jermaine Taylor,Wizards Aquires: ;cash considerations,,,
2009-06-26_Cavaliers_Suns,Cavaliers Aquires: ;rights to Emir Preldžic,Suns Aquires: ;cash,,,
2009-07-09_Grizzlies_Magic_Mavericks_Raptors,Grizzlies Aquires: ;Jerry Stackhouse;2016 second round pick (from Raptors) (#57-Wang Zhelin),Magic Aquires: ;cash;trade exception for amount of Turkoglu's contract,Mavericks Aquires: ;Shawn Marion;Greg Buckner;Kris Humphries;Nathan Jawai;cash,Raptors Aquires: ;Hidayet Turkoglu / Hedo Turkoglu;Devean George;Antoine Wright,
2009-07-13_Nuggets_Pistons,Nuggets Aquires: ;Arron Afflalo;Walter Sharpe,"Pistons Aquires: ;2011 second round pick (less favorable of Blazers, Nuggets picks) (#52-Vernon Macklin);cash",,,
2009-07-14_Hawks_Rockets,"Hawks Aquires: ;second round pick (protected top 40 through 2015, unprotected in 2016 (2013 #50-James Ennis III));future considerations (?);cash (reportedly ~$2M)",Rockets Aquires: ;rights to David Andersen,,,
2009-07-17_Clippers_Grizzlies,Clippers Aquires: ;Quentin Richardson,Grizzlies Aquires: ;Zach Randolph,,,
2009-07-20_Clippers_Timberwolves,Clippers Aquires: ;Sebastian Telfair;Craig Smith;Mark Madsen,Timberwolves Aquires: ;Quentin Richardson,,,
2009-07-27_Thunder_Timberwolves,"Thunder Aquires: ;Etan Thomas;2010 second round pick (#32-Dexter Pittman);2010 second round pick (least favorable of Blazers, Bulls, Rockets picks) (#51-Magnum Rolle)",Timberwolves Aquires: ;Chucky Atkins;Damien Wilkins,,,
2009-07-28_Bobcats_Hornets,Bobcats Aquires: ;Tyson Chandler,Hornets Aquires: ;Emeka Okafor,,,
2009-07-29_Raptors_Warriors,Raptors Aquires: ;Marco Belinelli,Warriors Aquires: ;Devean George;cash,,,
2009-07-31_Bucks_Nuggets,Bucks Aquires: ;Walter Sharpe;Sonny Weems;cash considerations,Nuggets Aquires: ;Malik Allen,,,
2009-08-07_Grizzlies_Nuggets,"Grizzlies Aquires: ;Steven Hunter;first round pick (protected top 14 in 2010-11, top 10 in 2012-15, unprotected in 2016) (2010 #25-Dominique Jones);cash","Nuggets Aquires: ;2016 second round pick (originally protected top 55 in 2016, but protection later removed in subsequent trade with Mavericks) (#45-Demetrius Jackson);$3.796M trade exception",,,
2009-08-11_Clippers_Hornets,Clippers Aquires: ;Rasual Butler;cash,"Hornets Aquires: ;2016 second round pick (protected top 55 in 2016, else extinguished) (not exercised)",,,
2009-08-13_Heat_Timberwolves,Heat Aquires: ;Quentin Richardson,Timberwolves Aquires: ;Mark Blount,,,
2009-08-17_Bucks_Raptors,Bucks Aquires: ;Carlos Delfino;Roko-Leni Ukic / Roko Ukic,Raptors Aquires: ;Amir Johnson;Sonny Weems,,,
2009-09-09_Hornets_Timberwolves,Hornets Aquires: ;Darius Songaila;Bobby Brown,Timberwolves Aquires: ;Antonio Daniels;2014 second round pick (#40-Glenn Robinson III),,,
2009-09-22_Nuggets_Rockets,Nuggets Aquires: ;James White,Rockets Aquires: ;rights to Alex Hervelle,,,
2009-09-29_Nets_Warriors</td>,"Nets Aquires: ;2011 second round pick (#41-Darius Morris);2012 first round pick (protected top 7 in 2012-13, top 6 in 2014, else 2014 second round pick, 2016 second round pick) (2013 #21-Gorgui Dieng)",Warriors</td> Aquires: ;Marcus Williams (D.),,,
2009-09-29_Nets</td>_Warriors,Warriors Aquires: ;Marcus Williams (D.),"Nets</td> Aquires: ;2011 second round pick (#41-Darius Morris);2012 first round pick (protected top 7 in 2012-13, top 6 in 2014, else 2014 second round pick, 2016 second round pick) (2013 #21-Gorgui Dieng)",,,
2009-10-20_Mavericks_Timberwolves,Mavericks Aquires: ;2012 second round pick (top 55 protected) (not exercised),Timberwolves Aquires: ;Nathan Jawai;cash considerations,,,
2009-11-16_Bobcats_Warriors,Bobcats Aquires: ;Stephen Jackson;Acie Law,Warriors Aquires: ;Raja Bell;Vladimir Radmanovic,,,
2009-12-22_Jazz_Thunder,Jazz Aquires: ;rights to Peter Fehse,Thunder Aquires: ;Matt Harpring;Eric Maynor,,,
2009-12-29_Suns_Timberwolves,Suns Aquires: ;Jason Hart,"Timberwolves Aquires: ;Alando Tucker;2010 second round pick (Suns pick protected top 40, else Cavaliers pick) (#56-Hamady Ndiaye / Hamady N'Diaye);cash",,,
2010-01-05_Heat_Nets,Heat Aquires: ;2010 second round pick (protected top 50) (not exercised),Nets Aquires: ;Chris Quinn;2012 second round pick (#57-Ilkan Karaman),,,
2010-01-11_Hornets_Kings,Hornets Aquires: ;2016 second round pick (protected top 55) (not exercised),Kings Aquires: ;Hilton Armstrong;cash,,,
2010-01-11_Mavericks_Nets,Mavericks Aquires: ;Eduardo Najera,Nets Aquires: ;Kris Humphries;Shawne Williams,,,
2010-01-25_Bulls_Hornets,Bulls Aquires: ;Devin Brown,Hornets Aquires: ;Aaron Gray,,,
2010-01-26_Clippers_Hornets,Clippers Aquires: ;Bobby Brown,Hornets Aquires: ;2014 second round pick (protected top 55) (#58-Jordan McRae),,,
2010-02-13_Mavericks_Wizards,Mavericks Aquires: ;Caron Butler;Brendan Haywood;DeShawn Stevenson;cash,Wizards Aquires: ;Josh Howard;Drew Gooden;James Singleton;Quinton Ross,,,
2010-02-16_Blazers_Clippers,Blazers Aquires: ;Marcus Camby,Clippers Aquires: ;Travis Outlaw;Steve Blake,,,
2010-02-17_Cavaliers_Clippers_Wizards,Cavaliers Aquires: ;Antawn Jamison;Sebastian Telfair,Clippers Aquires: ;Drew Gooden,Wizards Aquires: ;Zydrunas Ilgauskas;Al Thornton;rights to Emir Preldžic;2010 first round pick (from Cavaliers) (#30-Lazar Hayward),,
2010-02-17_Knicks_Timberwolves,Knicks Aquires: ;Brian Cardinal,Timberwolves Aquires: ;Darko Milicic;cash,,,
2010-02-18_Bobcats_Spurs,Bobcats Aquires: ;Theo Ratliff,"Spurs Aquires: ;2016 second round pick (protected top 55 in 2016, else extinguished) (not exercised)",,,
2010-02-18_Bobcats_Bulls,Bobcats Aquires: ;Tyrus Thomas,"Bulls Aquires: ;Ronald Murray / Flip Murray;Acie Law;first round pick (protected top 14 in 2012, top 12 in 2013, top 10 in 2014, top 8 in 2015, unprotected in 2016) (2014 #16-Jusuf Nurkic)",,,
2010-02-18_76ers_Bucks,76ers Aquires: ;Francisco Elson;Jodie Meeks,Bucks Aquires: ;Primoz Brezec;Royal Ivey;2010 second round pick (#37-Darington Hobson),,,
2010-02-18_Bucks_Bulls,Bucks Aquires: ;John Salmons;Bucks option to swap 2010 first round picks (Bulls pick protected top 10) (#15-Larry Sanders (b. 1988-11-21));2011 second round pick (#60-Isaiah Thomas);2012 second round pick (#60-Robert Sacre),Bulls Aquires: ;Hakim Warrick;Joe Alexander;Bucks option to swap 2010 first round picks (Bulls pick protected top 10) (#17-Kevin Seraphin),,,
2010-02-18_Grizzlies_Jazz,Grizzlies Aquires: ;Ronnie Brewer,"Jazz Aquires: ;first round pick (protected top 14 in 2011, top 12 in 2012, top 10 in 2013, top 9 in 2014-15, cash thereafter) (2011 #20-Donatas Motiejunas)",,,
2010-02-18_Celtics_Knicks,Celtics Aquires: ;Nate Robinson;Marcus Landry,"Knicks Aquires: ;Eddie House;J.R. Giddens;Bill Walker / Henry Walker;2014 second round pick (protected top 55 in 2014, else extinguished) (?-?)",,,
2010-02-18_Kings_Knicks_Rockets,Kings Aquires: ;Carl Landry;Joey Dorsey;Larry Hughes;cash,Knicks Aquires: ;Tracy McGrady;Sergio Rodriguez;Rockets option to swap 2011 first round picks with Knicks (protected top 1) (not exercised),"Rockets Aquires: ;Kevin Martin;Hilton Armstrong;Jordan Hill;Jared Jeffries;Rockets option to swap 2011 first round picks with Knicks (top 1 protected) (not exercised);first round pick (from Knicks, protected top 5 in 2012-15, else 2015 and 2016 second round picks) (2012 #16-Royce White)",,
2010-02-18_Kings_Wizards,Kings Aquires: ;Dominic McGuire;cash,Wizards Aquires: ;2010 second round pick (top 41 protected in 2010) (not exercised),,,
2010-06-17_76ers_Kings,76ers Aquires: ;Andres Nocioni;Spencer Hawes,Kings Aquires: ;Samuel Dalembert,,,
2010-06-21_Blazers_Warriors,Blazers Aquires: ;2010 second round pick (#34-Armon Johnson),Warriors Aquires: ;2010 second round pick (#44-Jerome Jordan);cash considerations,,,
2010-06-22_Bucks_Warriors,Bucks Aquires: ;Corey Maggette;2010 second round pick (#44-Jerome Jordan),Warriors Aquires: ;Charlie Bell;Dan Gadzuric,,,
2010-06-23_Heat_Thunder,Heat Aquires: ;2010 second round pick (#32-Dexter Pittman),Thunder Aquires: ;Daequan Cook;2010 first round pick (#18-Eric Bledsoe),,,
2010-06-23_Bucks_Nets,Bucks Aquires: ;Chris Douglas-Roberts,Nets Aquires: ;2012 second round pick (#60-Robert Sacre),,,
2010-06-24_Pacers_Thunder,Pacers Aquires: ;rights to Magnum Rolle,Thunder Aquires: ;rights to Ryan Reid;cash considerations,,,
2010-06-24_Blazers_Timberwolves,Blazers Aquires: ;Ryan Gomes;rights to Luke Babbitt,Timberwolves Aquires: ;Martell Webster,,,
2010-06-24_Clippers_Thunder,Clippers Aquires: ;rights to Eric Bledsoe,"Thunder Aquires: ;first round pick (protected top 10 in 2012-15, unprotected in 2016) (2012 #22-Fab Melo)",,,
2010-06-24_Grizzlies_Mavericks,Grizzlies Aquires: ;$3M cash,Mavericks Aquires: ;rights to Dominique Jones,,,
2010-06-24_Heat_Thunder,"Heat Aquires: ;second round pick (protected top 40 in 2011, top 40 in 2012, unprotected in 2013) (2011 #54-Milan Macvan)",Thunder Aquires: ;rights to Latavious Williams,,,
2010-06-24_Mavericks_Raptors,Mavericks Aquires: ;2013 second round pick (protected top 40 in 2013) (#41-Jamaal Franklin);cash considerations,Raptors Aquires: ;rights to Solomon Alabi,,,
2010-06-24_Hawks_Nets_Thunder,Hawks Aquires: ;rights to Jordan Crawford;cash considerations,Nets Aquires: ;rights to Damion James,Thunder Aquires: ;rights to Tibur Pleiss,,
2010-06-24_Timberwolves_Wizards,Timberwolves Aquires: ;rights to Lazar Hayward;rights to Nemanja Bjelica,Wizards Aquires: ;rights to Trevor Booker;rights to Hamady Ndiaye / Hamady N'Diaye,,,
2010-06-29_Nets_Wizards,Nets Aquires: ;Quinton Ross,Wizards Aquires: ;Yi Jianlian / Jianlian Yi;$3M cash,,,
2010-07-08_Bucks_Knicks,Bucks Aquires: ;cash considerations,Knicks Aquires: ;rights to Jerome Jordan,,,
2010-07-08_Bulls_Wizards,Bulls Aquires: ;rights to Vladimir Veremeenko;trade exception,Wizards Aquires: ;Kirk Hinrich;rights to Kevin Seraphin;cash considerations,,,
2010-07-08_Hornets_Thunder,Hornets Aquires: ;rights to Craig Brackins;rights to Quincy Pondexter,Thunder Aquires: ;Morris Peterson;rights to Cole Aldrich,,,
2010-07-08_Bulls_Suns,Bulls Aquires: ;2011 second round pick (#44-Charles Jenkins),Suns Aquires: ;Hakim Warrick,,,
2010-07-08_Bulls_Jazz,Bulls Aquires: ;Carlos Boozer;2011 second round pick (protected) (#43-Malcolm Lee),Jazz Aquires: ;~$13M traded player exception,,,
2010-07-08_Knicks_Suns,Knicks Aquires: ;Amare Stoudemire / Amar'e Stoudemire,Suns Aquires: ;2012 second round pick (protected top 55) (not exercised);$16.5M trade exception,,,
2010-07-09_Cavaliers_Heat,"Cavaliers Aquires: ;second round pick (protected top 40 in 2011-12, unprotected in 2013) (2011 #54-Milan Macvan);Cavaliers option to swap 2012 first round picks (not exercised);2012 second round pick (#34-Jae Crowder);first round pick (protected top 10 in 2013-14, unprotected in 2015) (2013 #30-Nemanja Nedovic);first round pick (2 years following the year in which Heat satisfies its obligation to convey a future first round draft pick to Cavaliers, protected top 10 in 2015-16, unprotected in 2017) (2016 #24-Timothe Luwawu-Cabarrot);$14.5M trade exception",Heat Aquires: ;LeBron James;Cavaliers option to swap 2012 first round picks (not exercised),,,
2010-07-09_Knicks_Warriors,Knicks Aquires: ;Kelenna Azubuike;Anthony Randolph;Ronny Turiaf;2012 second round pick (#38-Quincy Miller);2013 second round pick (#51-Romero Osby),Warriors Aquires: ;David Lee,,,
2010-07-10_Heat_Raptors,Heat Aquires: ;Chris Bosh,"Raptors Aquires: ;first round pick (originally lottery protected 2010-15, protection effectively removed when pick traded back to Raptors) (2011 #5-Jonas Valanciunas);2011 first round pick (lottery protected in 2011, else cash) (#28 Norris Cole (Gene));$14.5M trade exception",,,
2010-07-12_Heat_Timberwolves,Heat Aquires: ;2011 second round pick (#31-Bojan Bogdanovic);2014 second round pick (#44-Markel Brown);cash considerations,Timberwolves Aquires: ;Michael Beasley,,,
2010-07-12_Hawks_Suns,Hawks Aquires: ;2012 second round pick (#43-(James) Mike Scott);~$3.6M trade exception,Suns Aquires: ;Josh Childress,,,
2010-07-13_Jazz_Timberwolves,Jazz Aquires: ;Al Jefferson,"Timberwolves Aquires: ;Kosta Koufos;first round pick (protected top 14 in 2011, top 12 in 2012, top 10 in 2013, top 9 in 2014-15, cash thereafter) (2011 #20-Donatas Motiejunas);2011 first round pick (protected top 16 in 2011, top 14 in 2012, top 12 in 2013)-- also if Jazz own 2014 first round is not within the top 9 picks then Timberwolves will have the option to swap their own 2014 first round pick with Jazz own 2014 first round pick-- also if Timberwolves do not receive a first round pick by the 2013 draft and also do not swap 2014 first round picks with Jazz then Timberwolves will receive Jazz own 2014 second round pick) (2012 #18-Terrence Jones)",,,
2010-07-13_Bobcats_Mavericks,Bobcats Aquires: ;Erick Dampier;Matt Carroll;Eduardo Najera;cash considerations,Mavericks Aquires: ;Tyson Chandler;Alexis Ajinca / Alex Ajinca,,,
2010-07-13_Nets_Warriors,Nets Aquires: ;Anthony Morrow,Warriors Aquires: ;2011 second round pick (top 55 protected) (not exercised),,,
2010-07-14_Raptors_Suns,Raptors Aquires: ;Leandro Barbosa;Dwayne Jones,Suns Aquires: ;Hidayet Turkoglu / Hedo Turkoglu,,,
2010-07-19_Bucks_Kings,Bucks Aquires: ;Jon Brockman,Kings Aquires: ;Darnell Jackson;2011 second round pick (Bucks choice of Bucks or Bulls pick) (#60-Isaiah Thomas),,,
2010-07-22_Bulls_Warriors,Bulls Aquires: ;C.J. Watson,"Warriors Aquires: ;2011 second round pick (less favorable of Jazz, Suns picks) (#44-Charles Jenkins);traded player exception",,,
2010-07-26_Cavaliers_Timberwolves,Cavaliers Aquires: ;Ramon Sessions;Ryan Hollins;2013 second round pick (#39-Jeff Withey),Timberwolves Aquires: ;Delonte West;Sebastian Telfair,,,
2010-07-28_Raptors_Rockets,Raptors Aquires: ;David Andersen;$1M cash,"Rockets Aquires: ;2015 second round pick (protected top 50 and #56-60, else extinguished) (not exercised)",,,
2010-08-11_Hornets_Raptors,Hornets Aquires: ;Marco Belinelli,Raptors Aquires: ;Julian Wright,,,
2010-08-11_Hornets_Nets_Pacers_Rockets,Hornets Aquires: ;Trevor Ariza,Nets Aquires: ;Troy Murphy,Pacers Aquires: ;Darren Collison;James Posey,Rockets Aquires: ;Courtney Lee,
2010-09-23_76ers_Hornets,76ers Aquires: ;Craig Brackins;Darius Songaila;2011 second round pick (#50-Lavoy Allen),Hornets Aquires: ;Willie Green;Jason Smith;2011 second round pick (#45-Josh Harrellson),,,
2010-10-18_Hornets_Spurs,Hornets Aquires: ;Curtis Jerrells,"Spurs Aquires: ;2014 second round pick (top 55 protected in 2014, else extinguished) (#58-Jordan McRae)",,,
2010-10-23_Blazers_Hornets,"Blazers Aquires: ;first round pick (protected top 7 in 2011, top 8 in 2012-14, else 2015 second round pick, 2016 second round pick) (2011 #19-Tobias Harris)",Hornets Aquires: ;Jerryd Bayless,,,
2010-11-20_Hornets_Raptors,Hornets Aquires: ;David Andersen;Marcus Banks;Jarrett Jack,Raptors Aquires: ;Jerryd Bayless;Predrag Stojakovic / Peja Stojakovic,,,
2010-12-15_Kings_Rockets,Kings Aquires: ;Jermaine Taylor;cash,Rockets Aquires: ;2011 second round pick (protected top 55 in 2011) (not exercised),,,
2010-12-15_Lakers_Nets_Rockets,Lakers Aquires: ;Joe Smith (Leynard);rights to Sergei Lishouk / Sergei Lishchuk;2011 second round pick (from Nets) (#41-Darius Morris);2012 second round pick or cash (from Nets) (Lakers option) (#60-Robert Sacre),"Nets Aquires: ;Sasha Vujacic;first round pick (from Lakers, protected top 18 in 2011-16, unprotected in 2017) (2011 #27-JaJuan Johnson);first round pick (from Rockets, protected top 14 in 2012-16, else 2017 second round pick, cash) (2013 #18-Shane Larkin)",Rockets Aquires: ;Terrence Williams,,
2010-12-18_Magic_Suns_Wizards,Magic Aquires: ;Gilbert Arenas;Jason Richardson;Hidayet Turkoglu / Hedo Turkoglu;Earl Clark,Suns Aquires: ;Vince Carter;Mickael Pietrus;Marcin Gortat;2011 first round pick (from Magic) (#23-Nikola Mirotic);cash,Wizards Aquires: ;Rashard Lewis,,
2011-01-24_Mavericks_Raptors,Mavericks Aquires: ;rights to Giorgos Printezis,Raptors Aquires: ;Alexis Ajinca / Alex Ajinca;2013 second round pick (#41-Jamaal Franklin);cash,,,
2011-02-22_Bulls_Raptors,"Bulls Aquires: ;2011 first round pick (lottery protected in 2011, else cash) (#28-Norris Cole (Gene))",Raptors Aquires: ;James Johnson,,,
2011-02-23_Hawks_Wizards,Hawks Aquires: ;Kirk Hinrich;Hilton Armstrong,Wizards Aquires: ;Mike Bibby;Jordan Crawford;Maurice Evans;2011 first round pick (#18-Chris Singleton),,,
2011-02-23_Hornets_Kings,Hornets Aquires: ;Carl Landry,Kings Aquires: ;Marcus Thornton (T.);cash considerations,,,
2011-02-23_Jazz_Nets,"Jazz Aquires: ;Devin Harris;Derrick Favors;2011 first round pick (#3-Enes Kanter / Enes Freedom);first round pick (protected top 7 in 2012-13, top 6 in 2014, else 2014 second round pick, 2016 second round pick) (2013 #21-Gorgui Dieng);cash considerations",Nets Aquires: ;Deron Williams,,,
2011-02-23_Nets_Warriors,Nets Aquires: ;Brandan Wright;Dan Gadzuric,Warriors Aquires: ;Troy Murphy;2012 second round pick (#35-Draymond Green),,,
2011-02-24_Blazers_Bobcats,Blazers Aquires: ;Gerald Wallace,"Bobcats Aquires: ;Dante Cunningham;Joel Przybilla;Sean Marks;first round pick (protected top 7 in 2011, top 8 in 2012-14, else 2015 and 2016 second round picks) (2011 #19-Tobias Harris);first round pick (protected top 12 in 2013-15, unprotected in 2016) (2014 #24-Shabazz Napier);cash considerations",,,
2011-02-24_Bobcats_Thunder,Bobcats Aquires: ;D.J. White;Morris Peterson,Thunder Aquires: ;Nazr Mohammed,,,
2011-02-24_Cavaliers_Clippers,Cavaliers Aquires: ;Baron Davis;2011 first round pick (#1-Kyrie Irving),Clippers Aquires: ;Maurice Williams / Mo Williams;Jamario Moon,,,
2011-02-24_Cavaliers_Celtics,Cavaliers Aquires: ;Luke Harangody;Semih Erden,Celtics Aquires: ;2013 second round pick (#39-Jeff Withey),,,
2011-02-24_Celtics_Kings,Celtics Aquires: ;2017 second round pick (protected top 55) (not exercised),Kings Aquires: ;Marquis Daniels;cash considerations,,,
2011-02-24_Celtics_Thunder,"Celtics Aquires: ;Jeff Green;Nenad Krstic;2012 first round pick (less favorable of Clippers and Timberwolves pick in 2012, protected top 10 in 2012-15, unprotected in 2016) (2012 #22-Fab Melo)",Thunder Aquires: ;Kendrick Perkins;Nate Robinson,,,
2011-02-24_Grizzlies_Rockets,Grizzlies Aquires: ;Shane Battier;Ishmael Smith / Ish Smith,"Rockets Aquires: ;Hasheem Thabeet;DeMarre Carroll;2013 first round pick (if Grizzlies send 2011 first round pick to Timberwolves as per earlier trade, else later year) (lottery protected in 2013-16, else 2016 second round pick, $3M cash) (2013 #26-Andre Roberson)",,,
2011-02-24_Rockets_Suns,"Rockets Aquires: ;Goran Dragic;2011 first round pick (Suns pick if Suns make 2011 playoffs, else Magic pick) (#23-Nikola Mirotic)",Suns Aquires: ;Aaron Brooks,,,
2011-06-23_Lakers_Nuggets,"Lakers Aquires: ;2013 second round pick (protected top 40 in 2013, unprotected in 2014) (2013 #57-Alex Oriakhi)",Nuggets Aquires: ;rights to Chukwudiebere Maduabum / Chu Chu Maduabum,,,
