Key,Date,From,To,Teams Involved,Player Trade,Rights/Pick Trade
2008-02-01_Grizzlies_Lakers=Greivis Vasquez+Pau Gasol,2008-02-01,Greivis Vasquez,Pau Gasol,"['Grizzlies', 'Lakers']",True,True
2008-02-01_Grizzlies_Lakers=Devin Ebanks+Greivis Vasquez,2008-02-01,Greivis Vasquez,Devin Ebanks,"['Grizzlies', 'Lakers']",False,True
2008-02-04_Grizzlies_Nets=Jason Collins+Stromile Swift,2008-02-04,Jason Collins,Stromile Swift,"['Grizzlies', 'Nets']",True,False
2008-02-06_Heat_Suns=Shaquille O'Neal+Shawn Marion,2008-02-06,Shawn Marion,Shaquille O'Neal,"['Heat', 'Suns']",True,False
2008-02-06_Heat_Suns=Marcus Banks+Shaquille O'Neal,2008-02-06,Marcus Banks,Shaquille O'Neal,"['Heat', 'Suns']",True,False
2008-02-16_Hawks_Kings=Anthony Johnson+Mike Bibby,2008-02-16,Mike Bibby,Anthony Johnson,"['Hawks', 'Kings']",True,False
2008-02-16_Hawks_Kings=Mike Bibby+Tyronn Lue,2008-02-16,Mike Bibby,Tyronn Lue,"['Hawks', 'Kings']",True,False
2008-02-16_Hawks_Kings=Mike Bibby+Shelden Williams,2008-02-16,Mike Bibby,Shelden Williams,"['Hawks', 'Kings']",True,False
2008-02-16_Hawks_Kings=Lorenzen Wright+Mike Bibby,2008-02-16,Mike Bibby,Lorenzen Wright,"['Hawks', 'Kings']",True,False
2008-02-16_Hawks_Kings=Mike Bibby+Sean Singletary,2008-02-16,Mike Bibby,Sean Singletary,"['Hawks', 'Kings']",True,True
2008-02-19_Mavericks_Nets=Devin Harris+Jason Kidd,2008-02-19,Jason Kidd,Devin Harris,"['Mavericks', 'Nets']",True,False
2008-02-19_Mavericks_Nets=DeSagana Diop+Jason Kidd,2008-02-19,Jason Kidd,DeSagana Diop,"['Mavericks', 'Nets']",True,False
2008-02-19_Mavericks_Nets=Jason Kidd+Trenton Hassell,2008-02-19,Jason Kidd,Trenton Hassell,"['Mavericks', 'Nets']",True,False
2008-02-19_Mavericks_Nets=Jason Kidd+Maurice Ager,2008-02-19,Jason Kidd,Maurice Ager,"['Mavericks', 'Nets']",True,False
2008-02-19_Mavericks_Nets=Jason Kidd+Keith Van Horn,2008-02-19,Jason Kidd,Keith Van Horn,"['Mavericks', 'Nets']",True,False
2008-02-19_Mavericks_Nets=Jason Kidd+Ryan Anderson,2008-02-19,Jason Kidd,Ryan Anderson,"['Mavericks', 'Nets']",True,True
2008-02-19_Mavericks_Nets=Jason Kidd+Jordan Crawford,2008-02-19,Jason Kidd,Jordan Crawford,"['Mavericks', 'Nets']",True,True
2008-02-19_Mavericks_Nets=Devin Harris+Malik Allen,2008-02-19,Malik Allen,Devin Harris,"['Mavericks', 'Nets']",True,False
2008-02-19_Mavericks_Nets=DeSagana Diop+Malik Allen,2008-02-19,Malik Allen,DeSagana Diop,"['Mavericks', 'Nets']",True,False
2008-02-19_Mavericks_Nets=Malik Allen+Trenton Hassell,2008-02-19,Malik Allen,Trenton Hassell,"['Mavericks', 'Nets']",True,False
2008-02-19_Mavericks_Nets=Malik Allen+Maurice Ager,2008-02-19,Malik Allen,Maurice Ager,"['Mavericks', 'Nets']",True,False
2008-02-19_Mavericks_Nets=Keith Van Horn+Malik Allen,2008-02-19,Malik Allen,Keith Van Horn,"['Mavericks', 'Nets']",True,False
2008-02-19_Mavericks_Nets=Malik Allen+Ryan Anderson,2008-02-19,Malik Allen,Ryan Anderson,"['Mavericks', 'Nets']",True,True
2008-02-19_Mavericks_Nets=Jordan Crawford+Malik Allen,2008-02-19,Malik Allen,Jordan Crawford,"['Mavericks', 'Nets']",True,True
2008-02-19_Mavericks_Nets=Antoine Wright+Devin Harris,2008-02-19,Antoine Wright,Devin Harris,"['Mavericks', 'Nets']",True,False
2008-02-19_Mavericks_Nets=Antoine Wright+DeSagana Diop,2008-02-19,Antoine Wright,DeSagana Diop,"['Mavericks', 'Nets']",True,False
2008-02-19_Mavericks_Nets=Antoine Wright+Trenton Hassell,2008-02-19,Antoine Wright,Trenton Hassell,"['Mavericks', 'Nets']",True,False
2008-02-19_Mavericks_Nets=Antoine Wright+Maurice Ager,2008-02-19,Antoine Wright,Maurice Ager,"['Mavericks', 'Nets']",True,False
2008-02-19_Mavericks_Nets=Antoine Wright+Keith Van Horn,2008-02-19,Antoine Wright,Keith Van Horn,"['Mavericks', 'Nets']",True,False
2008-02-19_Mavericks_Nets=Antoine Wright+Ryan Anderson,2008-02-19,Antoine Wright,Ryan Anderson,"['Mavericks', 'Nets']",True,True
2008-02-19_Mavericks_Nets=Antoine Wright+Jordan Crawford,2008-02-19,Antoine Wright,Jordan Crawford,"['Mavericks', 'Nets']",True,True
2008-02-20_Sonics_Spurs=Brent Barry+Kurt Thomas,2008-02-20,Brent Barry,Kurt Thomas,"['Sonics', 'Spurs']",True,False
2008-02-20_Sonics_Spurs=Francisco Elson+Kurt Thomas,2008-02-20,Francisco Elson,Kurt Thomas,"['Sonics', 'Spurs']",True,False
2008-02-20_Sonics_Spurs=Kurt Thomas+Rodrigue Beaubois,2008-02-20,Rodrigue Beaubois,Kurt Thomas,"['Sonics', 'Spurs']",True,True
2008-02-21_Blazers_Nuggets=Taurean Green+Von Wafer,2008-02-21,Von Wafer,Taurean Green,"['Blazers', 'Nuggets']",True,False
2008-02-21_Pistons_Raptors=Juan Dixon+Primoz Brezec,2008-02-21,Juan Dixon,Primoz Brezec,"['Pistons', 'Raptors']",True,False
2008-02-21_Rockets_Timberwolves=Gerald Green (b. 1986-01-26)+Kirk Snyder,2008-02-21,Gerald Green (b. 1986-01-26),Kirk Snyder,"['Rockets', 'Timberwolves']",True,False
2008-02-21_Rockets_Timberwolves=Gerald Green (b. 1986-01-26)+Paulão Prestes,2008-02-21,Gerald Green (b. 1986-01-26),Paulão Prestes,"['Rockets', 'Timberwolves']",True,True
2008-02-21_Bulls_Cavaliers_Sonics=Ben Wallace+Larry Hughes,2008-02-21,Larry Hughes,Ben Wallace,"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Bulls_Cavaliers_Sonics=Joe Smith (Leynard)+Larry Hughes,2008-02-21,Larry Hughes,Joe Smith (Leynard),"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Bulls_Cavaliers_Sonics=Delonte West+Larry Hughes,2008-02-21,Larry Hughes,Delonte West,"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Bulls_Cavaliers_Sonics=Adrian Griffin+Larry Hughes,2008-02-21,Larry Hughes,Adrian Griffin,"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Bulls_Cavaliers_Sonics=Danny Green+Larry Hughes,2008-02-21,Larry Hughes,Danny Green,"['Sonics', 'Bulls', 'Cavaliers']",True,True
2008-02-21_Bulls_Cavaliers_Sonics=Ben Wallace+Drew Gooden,2008-02-21,Drew Gooden,Ben Wallace,"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Bulls_Cavaliers_Sonics=Drew Gooden+Joe Smith (Leynard),2008-02-21,Drew Gooden,Joe Smith (Leynard),"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Bulls_Cavaliers_Sonics=Delonte West+Drew Gooden,2008-02-21,Drew Gooden,Delonte West,"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Bulls_Cavaliers_Sonics=Adrian Griffin+Drew Gooden,2008-02-21,Drew Gooden,Adrian Griffin,"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Bulls_Cavaliers_Sonics=Danny Green+Drew Gooden,2008-02-21,Drew Gooden,Danny Green,"['Sonics', 'Bulls', 'Cavaliers']",True,True
2008-02-21_Bulls_Cavaliers_Sonics=Ben Wallace+Shannon Brown,2008-02-21,Shannon Brown,Ben Wallace,"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Bulls_Cavaliers_Sonics=Joe Smith (Leynard)+Shannon Brown,2008-02-21,Shannon Brown,Joe Smith (Leynard),"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Bulls_Cavaliers_Sonics=Delonte West+Shannon Brown,2008-02-21,Shannon Brown,Delonte West,"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Bulls_Cavaliers_Sonics=Adrian Griffin+Shannon Brown,2008-02-21,Shannon Brown,Adrian Griffin,"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Bulls_Cavaliers_Sonics=Danny Green+Shannon Brown,2008-02-21,Shannon Brown,Danny Green,"['Sonics', 'Bulls', 'Cavaliers']",True,True
2008-02-21_Bulls_Cavaliers_Sonics=Ben Wallace+Cedric Simmons,2008-02-21,Cedric Simmons,Ben Wallace,"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Bulls_Cavaliers_Sonics=Cedric Simmons+Joe Smith (Leynard),2008-02-21,Cedric Simmons,Joe Smith (Leynard),"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Bulls_Cavaliers_Sonics=Cedric Simmons+Delonte West,2008-02-21,Cedric Simmons,Delonte West,"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Bulls_Cavaliers_Sonics=Adrian Griffin+Cedric Simmons,2008-02-21,Cedric Simmons,Adrian Griffin,"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Bulls_Cavaliers_Sonics=Cedric Simmons+Danny Green,2008-02-21,Cedric Simmons,Danny Green,"['Sonics', 'Bulls', 'Cavaliers']",True,True
2008-02-21_Bulls_Cavaliers_Sonics=Ben Wallace+Ira Newble,2008-02-21,Ben Wallace,Ira Newble,"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Bulls_Cavaliers_Sonics=Ben Wallace+Donyell Marshall,2008-02-21,Ben Wallace,Donyell Marshall,"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Bulls_Cavaliers_Sonics=Ira Newble+Joe Smith (Leynard),2008-02-21,Joe Smith (Leynard),Ira Newble,"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Bulls_Cavaliers_Sonics=Donyell Marshall+Joe Smith (Leynard),2008-02-21,Joe Smith (Leynard),Donyell Marshall,"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Bulls_Cavaliers_Sonics=Larry Hughes+Wally Szczerbiak,2008-02-21,Wally Szczerbiak,Larry Hughes,"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Bulls_Cavaliers_Sonics=Drew Gooden+Wally Szczerbiak,2008-02-21,Wally Szczerbiak,Drew Gooden,"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Bulls_Cavaliers_Sonics=Cedric Simmons+Wally Szczerbiak,2008-02-21,Wally Szczerbiak,Cedric Simmons,"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Bulls_Cavaliers_Sonics=Ira Newble+Wally Szczerbiak,2008-02-21,Wally Szczerbiak,Ira Newble,"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Bulls_Cavaliers_Sonics=Donyell Marshall+Wally Szczerbiak,2008-02-21,Wally Szczerbiak,Donyell Marshall,"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Bulls_Cavaliers_Sonics=Delonte West+Ira Newble,2008-02-21,Delonte West,Ira Newble,"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Bulls_Cavaliers_Sonics=Delonte West+Donyell Marshall,2008-02-21,Delonte West,Donyell Marshall,"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Bulls_Cavaliers_Sonics=Danny Green+Ira Newble,2008-02-21,Danny Green,Ira Newble,"['Sonics', 'Bulls', 'Cavaliers']",True,True
2008-02-21_Bulls_Cavaliers_Sonics=Danny Green+Donyell Marshall,2008-02-21,Danny Green,Donyell Marshall,"['Sonics', 'Bulls', 'Cavaliers']",True,True
2008-02-21_Bulls_Cavaliers_Sonics=Adrian Griffin+Wally Szczerbiak,2008-02-21,Adrian Griffin,Wally Szczerbiak,"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Bulls_Cavaliers_Sonics=Adrian Griffin+Delonte West,2008-02-21,Adrian Griffin,Delonte West,"['Sonics', 'Bulls', 'Cavaliers']",True,False
2008-02-21_Grizzlies_Hornets_Rockets=Marcus Vinicius Viera de Souza+Sergei Lishchuk,2008-02-21,Marcus Vinicius Viera de Souza,Sergei Lishchuk,"['Rockets', 'Grizzlies', 'Hornets']",True,True
2008-02-21_Grizzlies_Hornets_Rockets=Malick Badiane+Sergei Lishchuk,2008-02-21,Malick Badiane,Sergei Lishchuk,"['Rockets', 'Grizzlies', 'Hornets']",False,True
2008-02-21_Grizzlies_Hornets_Rockets=Bobby Jackson+Bonzi Wells,2008-02-21,Bonzi Wells,Bobby Jackson,"['Rockets', 'Grizzlies', 'Hornets']",True,False
2008-02-21_Grizzlies_Hornets_Rockets=Adam Haluska+Bonzi Wells,2008-02-21,Bonzi Wells,Adam Haluska,"['Rockets', 'Grizzlies', 'Hornets']",True,False
2008-02-21_Grizzlies_Hornets_Rockets=Bonzi Wells+Marcus Vinicius Viera de Souza,2008-02-21,Bonzi Wells,Marcus Vinicius Viera de Souza,"['Rockets', 'Grizzlies', 'Hornets']",True,False
2008-02-21_Grizzlies_Hornets_Rockets=Bonzi Wells+Maarty Leunen,2008-02-21,Bonzi Wells,Maarty Leunen,"['Rockets', 'Grizzlies', 'Hornets']",True,True
2008-02-21_Grizzlies_Hornets_Rockets=Bobby Jackson+Mike James (Lamont),2008-02-21,Mike James (Lamont),Bobby Jackson,"['Rockets', 'Grizzlies', 'Hornets']",True,False
2008-02-21_Grizzlies_Hornets_Rockets=Adam Haluska+Mike James (Lamont),2008-02-21,Mike James (Lamont),Adam Haluska,"['Rockets', 'Grizzlies', 'Hornets']",True,False
2008-02-21_Grizzlies_Hornets_Rockets=Marcus Vinicius Viera de Souza+Mike James (Lamont),2008-02-21,Mike James (Lamont),Marcus Vinicius Viera de Souza,"['Rockets', 'Grizzlies', 'Hornets']",True,False
2008-02-21_Grizzlies_Hornets_Rockets=Maarty Leunen+Mike James (Lamont),2008-02-21,Mike James (Lamont),Maarty Leunen,"['Rockets', 'Grizzlies', 'Hornets']",True,True
2008-02-21_Grizzlies_Hornets_Rockets=Bobby Jackson+Malick Badiane,2008-02-21,Bobby Jackson,Malick Badiane,"['Rockets', 'Grizzlies', 'Hornets']",True,True
2008-02-21_Grizzlies_Hornets_Rockets=Adam Haluska+Malick Badiane,2008-02-21,Adam Haluska,Malick Badiane,"['Rockets', 'Grizzlies', 'Hornets']",True,True
2008-02-21_Grizzlies_Hornets_Rockets=Bonzi Wells+Sergei Lishchuk,2008-02-21,Sergei Lishchuk,Bonzi Wells,"['Rockets', 'Grizzlies', 'Hornets']",True,True
2008-02-21_Grizzlies_Hornets_Rockets=Mike James (Lamont)+Sergei Lishchuk,2008-02-21,Sergei Lishchuk,Mike James (Lamont),"['Rockets', 'Grizzlies', 'Hornets']",True,True
2008-02-21_Grizzlies_Hornets_Rockets=Maarty Leunen+Malick Badiane,2008-02-21,Maarty Leunen,Malick Badiane,"['Rockets', 'Grizzlies', 'Hornets']",False,True
2008-06-25_Bobcats_Nuggets=Alex Ajinca+Luke Babbitt,2008-06-25,Alex Ajinca,Luke Babbitt,"['Bobcats', 'Nuggets']",False,True
2008-06-26_Bucks_Nets=Jianlian Yi+Richard Jefferson,2008-06-26,Richard Jefferson,Jianlian Yi,"['Bucks', 'Nets']",True,False
2008-06-26_Bucks_Nets=Bobby Simmons+Richard Jefferson,2008-06-26,Richard Jefferson,Bobby Simmons,"['Bucks', 'Nets']",True,False
2008-06-26_Cavaliers_Heat=Darnell Jackson+Robert Dozier,2008-06-26,Darnell Jackson,Robert Dozier,"['Cavaliers', 'Heat']",False,True
2008-06-26_Grizzlies_Timberwolves=Marko Jaric+Mike Miller,2008-06-26,Marko Jaric,Mike Miller,"['Grizzlies', 'Timberwolves']",True,False
2008-06-26_Grizzlies_Timberwolves=Brian Cardinal+Marko Jaric,2008-06-26,Marko Jaric,Brian Cardinal,"['Grizzlies', 'Timberwolves']",True,False
2008-06-26_Grizzlies_Timberwolves=Jason Collins+Marko Jaric,2008-06-26,Marko Jaric,Jason Collins,"['Grizzlies', 'Timberwolves']",True,False
2008-06-26_Grizzlies_Timberwolves=Kevin Love+Marko Jaric,2008-06-26,Marko Jaric,Kevin Love,"['Grizzlies', 'Timberwolves']",True,True
2008-06-26_Grizzlies_Timberwolves=Antoine Walker+Mike Miller,2008-06-26,Antoine Walker,Mike Miller,"['Grizzlies', 'Timberwolves']",True,False
2008-06-26_Grizzlies_Timberwolves=Antoine Walker+Brian Cardinal,2008-06-26,Antoine Walker,Brian Cardinal,"['Grizzlies', 'Timberwolves']",True,False
2008-06-26_Grizzlies_Timberwolves=Antoine Walker+Jason Collins,2008-06-26,Antoine Walker,Jason Collins,"['Grizzlies', 'Timberwolves']",True,False
2008-06-26_Grizzlies_Timberwolves=Antoine Walker+Kevin Love,2008-06-26,Antoine Walker,Kevin Love,"['Grizzlies', 'Timberwolves']",True,True
2008-06-26_Grizzlies_Timberwolves=Greg Buckner+Mike Miller,2008-06-26,Greg Buckner,Mike Miller,"['Grizzlies', 'Timberwolves']",True,False
2008-06-26_Grizzlies_Timberwolves=Brian Cardinal+Greg Buckner,2008-06-26,Greg Buckner,Brian Cardinal,"['Grizzlies', 'Timberwolves']",True,False
2008-06-26_Grizzlies_Timberwolves=Greg Buckner+Jason Collins,2008-06-26,Greg Buckner,Jason Collins,"['Grizzlies', 'Timberwolves']",True,False
2008-06-26_Grizzlies_Timberwolves=Greg Buckner+Kevin Love,2008-06-26,Greg Buckner,Kevin Love,"['Grizzlies', 'Timberwolves']",True,True
2008-06-26_Grizzlies_Timberwolves=Mike Miller+O.J. Mayo,2008-06-26,O.J. Mayo,Mike Miller,"['Grizzlies', 'Timberwolves']",True,True
2008-06-26_Grizzlies_Timberwolves=Brian Cardinal+O.J. Mayo,2008-06-26,O.J. Mayo,Brian Cardinal,"['Grizzlies', 'Timberwolves']",True,True
2008-06-26_Grizzlies_Timberwolves=Jason Collins+O.J. Mayo,2008-06-26,O.J. Mayo,Jason Collins,"['Grizzlies', 'Timberwolves']",True,True
2008-06-26_Grizzlies_Timberwolves=Kevin Love+O.J. Mayo,2008-06-26,O.J. Mayo,Kevin Love,"['Grizzlies', 'Timberwolves']",False,True
2008-06-26_Pistons_Sonics=D.J. White+Walter Sharpe,2008-06-26,Walter Sharpe,D.J. White,"['Pistons', 'Sonics']",False,True
2008-06-26_Pistons_Sonics=D.J. White+Trent Plaisted,2008-06-26,Trent Plaisted,D.J. White,"['Pistons', 'Sonics']",False,True
2008-06-26_Blazers_Grizzlies_Rockets=Darrell Arthur+Nicolas Batum,2008-06-26,Nicolas Batum,Darrell Arthur,"['Rockets', 'Blazers', 'Grizzlies']",False,True
2008-06-26_Blazers_Grizzlies_Rockets=Joey Dorsey+Nicolas Batum,2008-06-26,Nicolas Batum,Joey Dorsey,"['Rockets', 'Blazers', 'Grizzlies']",False,True
2008-06-26_Blazers_Grizzlies_Rockets=Darrell Arthur+Donte Greene,2008-06-26,Darrell Arthur,Donte Greene,"['Rockets', 'Blazers', 'Grizzlies']",True,True
2008-06-26_Blazers_Grizzlies_Rockets=Darrell Arthur+Sam Young,2008-06-26,Darrell Arthur,Sam Young,"['Rockets', 'Blazers', 'Grizzlies']",False,True
2008-06-26_Blazers_Grizzlies_Rockets=Donte Greene+Nicolas Batum,2008-06-26,Donte Greene,Nicolas Batum,"['Rockets', 'Blazers', 'Grizzlies']",False,True
2008-06-26_Blazers_Grizzlies_Rockets=Nicolas Batum+Sam Young,2008-06-26,Sam Young,Nicolas Batum,"['Rockets', 'Blazers', 'Grizzlies']",False,True
2008-06-26_Spurs_Suns=Goran Dragic+Malik Hairston,2008-06-26,Malik Hairston,Goran Dragic,"['Spurs', 'Suns']",False,True
2008-06-26_Spurs_Suns=DeJuan Blair+Goran Dragic,2008-06-26,DeJuan Blair,Goran Dragic,"['Spurs', 'Suns']",False,True
2008-06-26_Blazers_Clippers=Dante Cunningham+Mike Taylor,2008-06-26,Dante Cunningham,Mike Taylor,"['Blazers', 'Clippers']",False,True
2008-06-26_Heat_Timberwolves=Mario Chalmers+Nick Calathes,2008-06-26,Mario Chalmers,Nick Calathes,"['Heat', 'Timberwolves']",False,True
2008-06-26_Heat_Timberwolves=Henk Norel+Mario Chalmers,2008-06-26,Mario Chalmers,Henk Norel,"['Heat', 'Timberwolves']",False,True
2008-06-26_Blazers_Bulls_Nuggets=Omer Asik+Patty Mills,2008-06-26,Patty Mills,Omer Asik,"['Nuggets', 'Blazers', 'Bulls']",False,True
2008-06-26_Blazers_Bulls_Nuggets=Jon Brockman+Omer Asik,2008-06-26,Jon Brockman,Omer Asik,"['Nuggets', 'Blazers', 'Bulls']",False,True
2008-06-26_Blazers_Bulls_Nuggets=Jerome Jordan+Omer Asik,2008-06-26,Jerome Jordan,Omer Asik,"['Nuggets', 'Blazers', 'Bulls']",False,True
2008-06-26_Blazers_Bulls_Nuggets=Patty Mills+Sonny Weems,2008-06-26,Sonny Weems,Patty Mills,"['Nuggets', 'Blazers', 'Bulls']",False,True
2008-07-09_Blazers_Pacers=Ike Diogu+Jarrett Jack,2008-07-09,Ike Diogu,Jarrett Jack,"['Blazers', 'Pacers']",True,False
2008-07-09_Blazers_Pacers=Ike Diogu+Josh McRoberts,2008-07-09,Ike Diogu,Josh McRoberts,"['Blazers', 'Pacers']",True,False
2008-07-09_Blazers_Pacers=Brandon Rush+Ike Diogu,2008-07-09,Ike Diogu,Brandon Rush,"['Blazers', 'Pacers']",True,True
2008-07-09_Blazers_Pacers=Jarrett Jack+Jerryd Bayless,2008-07-09,Jerryd Bayless,Jarrett Jack,"['Blazers', 'Pacers']",True,True
2008-07-09_Blazers_Pacers=Jerryd Bayless+Josh McRoberts,2008-07-09,Jerryd Bayless,Josh McRoberts,"['Blazers', 'Pacers']",True,True
2008-07-09_Blazers_Pacers=Brandon Rush+Jerryd Bayless,2008-07-09,Jerryd Bayless,Brandon Rush,"['Blazers', 'Pacers']",False,True
2008-07-09_Pacers_Raptors=Jermaine O'Neal+T.J. Ford,2008-07-09,T.J. Ford,Jermaine O'Neal,"['Pacers', 'Raptors']",True,False
2008-07-09_Pacers_Raptors=Nathan Jawai+T.J. Ford,2008-07-09,T.J. Ford,Nathan Jawai,"['Pacers', 'Raptors']",True,True
2008-07-09_Pacers_Raptors=Jermaine O'Neal+Rasho Nesterovic,2008-07-09,Rasho Nesterovic,Jermaine O'Neal,"['Pacers', 'Raptors']",True,False
2008-07-09_Pacers_Raptors=Nathan Jawai+Rasho Nesterovic,2008-07-09,Rasho Nesterovic,Nathan Jawai,"['Pacers', 'Raptors']",True,True
2008-07-09_Pacers_Raptors=Jermaine O'Neal+Maceo Baston,2008-07-09,Maceo Baston,Jermaine O'Neal,"['Pacers', 'Raptors']",True,False
2008-07-09_Pacers_Raptors=Maceo Baston+Nathan Jawai,2008-07-09,Maceo Baston,Nathan Jawai,"['Pacers', 'Raptors']",True,True
2008-07-09_Pacers_Raptors=Jermaine O'Neal+Roy Hibbert,2008-07-09,Roy Hibbert,Jermaine O'Neal,"['Pacers', 'Raptors']",True,True
2008-07-09_Pacers_Raptors=Nathan Jawai+Roy Hibbert,2008-07-09,Roy Hibbert,Nathan Jawai,"['Pacers', 'Raptors']",False,True
2008-07-15_Clippers_Nuggets=Andy Rautins+Marcus Camby,2008-07-15,Marcus Camby,Andy Rautins,"['Clippers', 'Nuggets']",True,True
2008-07-15_Clippers_Nuggets=Andy Rautins+Willie Warren,2008-07-15,Willie Warren,Andy Rautins,"['Clippers', 'Nuggets']",False,True
2008-07-23_Clippers_Jazz=Brevin Knight+Jason Hart,2008-07-23,Jason Hart,Brevin Knight,"['Clippers', 'Jazz']",True,False
2008-07-28_Knicks_Nuggets=Renaldo Balkman+Taurean Green,2008-07-28,Taurean Green,Renaldo Balkman,"['Knicks', 'Nuggets']",True,False
2008-07-28_Knicks_Nuggets=Bobby Jones (Ray)+Renaldo Balkman,2008-07-28,Bobby Jones (Ray),Renaldo Balkman,"['Knicks', 'Nuggets']",True,False
2008-07-28_Knicks_Nuggets=Andy Rautins+Renaldo Balkman,2008-07-28,Andy Rautins,Renaldo Balkman,"['Knicks', 'Nuggets']",True,True
2008-08-06_Clippers_Rockets=Chandler Parsons+Steve Novak,2008-08-06,Steve Novak,Chandler Parsons,"['Clippers', 'Rockets']",True,True
2008-08-06_Clippers_Rockets=Chandler Parsons+Travis Leslie,2008-08-06,Travis Leslie,Chandler Parsons,"['Clippers', 'Rockets']",False,True
2008-08-11_Bobcats_Sonics=Derrick Brown+Kyle Weaver,2008-08-11,Derrick Brown,Kyle Weaver,"['Bobcats', 'Sonics']",False,True
2008-08-13_Bucks_Cavaliers_Sonics=Luke Ridnour+Mo Williams,2008-08-13,Luke Ridnour,Mo Williams,"['Sonics', 'Bucks', 'Cavaliers']",True,False
2008-08-13_Bucks_Cavaliers_Sonics=Desmond Mason+Luke Ridnour,2008-08-13,Luke Ridnour,Desmond Mason,"['Sonics', 'Bucks', 'Cavaliers']",True,False
2008-08-13_Bucks_Cavaliers_Sonics=Adrian Griffin+Mo Williams,2008-08-13,Adrian Griffin,Mo Williams,"['Sonics', 'Bucks', 'Cavaliers']",True,False
2008-08-13_Bucks_Cavaliers_Sonics=Adrian Griffin+Desmond Mason,2008-08-13,Adrian Griffin,Desmond Mason,"['Sonics', 'Bucks', 'Cavaliers']",True,False
2008-08-13_Bucks_Cavaliers_Sonics=Damon Jones+Mo Williams,2008-08-13,Damon Jones,Mo Williams,"['Sonics', 'Bucks', 'Cavaliers']",True,False
2008-08-13_Bucks_Cavaliers_Sonics=Damon Jones+Desmond Mason,2008-08-13,Damon Jones,Desmond Mason,"['Sonics', 'Bucks', 'Cavaliers']",True,False
2008-08-13_Bucks_Cavaliers_Sonics=Joe Smith (Leynard)+Mo Williams,2008-08-13,Mo Williams,Joe Smith (Leynard),"['Sonics', 'Bucks', 'Cavaliers']",True,False
2008-08-13_Bucks_Cavaliers_Sonics=Joe Smith (Leynard)+Luke Ridnour,2008-08-13,Joe Smith (Leynard),Luke Ridnour,"['Sonics', 'Bucks', 'Cavaliers']",True,False
2008-08-13_Bucks_Cavaliers_Sonics=Adrian Griffin+Joe Smith (Leynard),2008-08-13,Joe Smith (Leynard),Adrian Griffin,"['Sonics', 'Bucks', 'Cavaliers']",True,False
2008-08-14_Kings_Rockets=Bobby Jackson+Metta World Peace,2008-08-14,Bobby Jackson,Metta World Peace,"['Kings', 'Rockets']",True,False
2008-08-14_Kings_Rockets=Bobby Jackson+Sean Singletary,2008-08-14,Bobby Jackson,Sean Singletary,"['Kings', 'Rockets']",True,False
2008-08-14_Kings_Rockets=Bobby Jackson+Patrick Ewing Jr.,2008-08-14,Bobby Jackson,Patrick Ewing Jr.,"['Kings', 'Rockets']",True,False
2008-08-14_Kings_Rockets=Donte Greene+Metta World Peace,2008-08-14,Donte Greene,Metta World Peace,"['Kings', 'Rockets']",True,False
